name,popularity,followers,pagerank,closeness_cent,clustering,deg_cent,degree,num_collaborators,sum_collaborators_popularity,sum_collaborators_in_playlist,in_playlist
Ejoya,33,9823,1.3972198838237075e-05,0.1714179893063899,0.0,2.763957987838585e-05,1,0,0,0,0
King Perryy,42,147920,1.3972198838237075e-05,0.1714179893063899,0.0,2.763957987838585e-05,1,0,0,0,0
DJ Hamida,53,569183,3.227081112166286e-05,0.2080661924523751,0.1666666666666666,0.0001105583195135,4,0,0,0,0
B2RAM,20,221,1.1565523009879483e-05,0.2052437826871496,0.0,2.763957987838585e-05,1,0,0,0,0
Nassi,47,45597,1.814157131605448e-05,0.2057424496204226,0.0,5.52791597567717e-05,2,0,0,0,0
NAYRA,35,24268,1.1565523009879483e-05,0.2052437826871496,0.0,2.763957987838585e-05,1,0,0,0,0
Zach Zoya,33,16295,2.439832515788138e-05,0.2086890075337069,0.0,8.291873963515754e-05,3,0,0,0,0
QCLTUR,25,1253,1.1565523009879483e-05,0.2052437826871496,0.0,2.763957987838585e-05,1,0,0,0,0
Nissa Seych,18,1660,1.1565523009879483e-05,0.2052437826871496,0.0,2.763957987838585e-05,1,0,0,0,0
FouKi,48,81704,1.1565523009879483e-05,0.2052437826871496,0.0,2.763957987838585e-05,1,0,0,0,0
LES ANTICIPATEURS,38,25875,1.1565523009879483e-05,0.2052437826871496,0.0,2.763957987838585e-05,1,0,0,0,0
Bonigano,0,1,1.137827556678208e-05,0.2048760420437044,0.0,2.763957987838585e-05,1,0,0,0,0
Ninetails,37,1071,1.1569034565815642e-05,0.2050585763541823,0.0,2.763957987838585e-05,1,0,0,0,0
Melody Gardot,62,713179,1.1569034565815642e-05,0.2050585763541823,0.0,2.763957987838585e-05,1,0,0,0,0
Feder,54,210425,2.0468915901925027e-05,0.2053036359216582,1.0,5.52791597567717e-05,2,0,0,0,0
HAEVN,59,176907,1.960029003748797e-05,0.2052332239741587,0.0,5.52791597567717e-05,2,0,0,0,0
Mylène Farmer,61,578325,0.000163278114832,0.2066233504912251,0.0083333333333333,0.0004422332780541,16,15,228,0,0
Urban Cone,40,66453,1.1569034565815642e-05,0.2050585763541823,0.0,2.763957987838585e-05,1,0,0,0,0
The Parakit,22,3439,1.1569034565815642e-05,0.2050585763541823,0.0,2.763957987838585e-05,1,0,0,0,0
Björk,64,2176159,1.662963152988431e-05,0.2071060512806031,0.0,5.52791597567717e-05,2,0,0,0,0
Rauw Alejandro,90,23960927,0.0002263417409059,0.2206196625876174,0.0496828752642706,0.0012161415146489,44,34,1524,0,0
Romeo Santos,85,22950404,1.927175213377817e-05,0.2086841557677865,0.0,8.291873963515754e-05,3,0,0,0,0
PNAU,72,242967,3.718173456660157e-05,0.1875644579765402,0.0,0.0001658374792703,6,0,0,0,0
Dove Cameron,72,5226156,0.0001142588426118,0.2607691820444864,0.1176470588235294,0.0004975124378109,18,19,883,0,0
Cerrone,50,101536,1.6655123795220168e-05,0.1789375061955366,0.0,5.52791597567717e-05,2,0,0,0,0
&friends,55,32064,4.103902511790268e-05,0.2082713704626012,0.1,0.0001381978993919,5,0,0,0,0
Wuki,62,128458,3.411327514223604e-05,0.2127852169552389,0.0,0.0001381978993919,5,0,0,0,0
Mari Merenda,42,26834,1.0011165026298266e-05,0.1771680682142289,0.0,2.763957987838585e-05,1,0,0,0,0
Sophia Ardessore,42,3088,1.0011165026298266e-05,0.1771680682142289,0.0,2.763957987838585e-05,1,0,0,0,0
AIMMIA,22,4974,1.0011165026298266e-05,0.1771680682142289,0.0,2.763957987838585e-05,1,0,0,0,0
Cat Dealers,58,544558,1.0011165026298266e-05,0.1771680682142289,0.0,2.763957987838585e-05,1,0,0,0,0
Sunnery James & Ryan Marciano,47,74020,3.626636806514557e-05,0.1899298372742379,0.1,0.0001381978993919,5,0,0,0,0
deadmau5,68,2815151,3.988592216906421e-05,0.1851798770857661,0.1333333333333333,0.0001658374792703,6,0,0,0,0
LP Giobbi,61,87722,4.443271563650168e-05,0.2108161865761614,0.1333333333333333,0.0001658374792703,6,0,0,0,0
Kehlani,77,7932851,3.564653931105669e-05,0.1804945952361426,0.0,0.0001381978993919,5,36,1892,0,0
Lil' Mo,53,334609,1.0472256971398174e-05,0.1727458135742771,0.0,2.763957987838585e-05,1,0,0,0,0
Tiana Major9,48,106935,1.6574233577812905e-05,0.174177980508881,0.0,5.52791597567717e-05,2,0,0,0,0
Terrell Hines,28,10719,1.0472256971398174e-05,0.1727458135742771,0.0,2.763957987838585e-05,1,0,0,0,0
Mereba,57,302602,1.0472256971398174e-05,0.1727458135742771,0.0,2.763957987838585e-05,1,0,0,0,0
Ofenbach,74,633207,9.51198551923825e-06,0.1780898986065067,0.0,2.763957987838585e-05,1,0,0,0,0
Camilo,81,19386773,1.3671872382807508e-05,0.1843195480795667,0.0,5.52791597567717e-05,2,0,0,0,0
DJs From Mars,51,61303,2.031793976624497e-05,0.2109995437822289,0.3333333333333333,8.291873963515754e-05,3,0,0,0,0
Leony,67,171533,4.305665104891712e-05,0.1943790203674827,0.0476190476190476,0.0001934770591487,7,0,0,0,0
Hardwell,69,3652264,0.0002384494951665,0.2265169763364343,0.0269230769230769,0.0011055831951354,40,36,1628,0,0
Dominic Lewis,41,6906,1.102587773841006e-05,0.1737674537718716,0.0,2.763957987838585e-05,1,0,0,0,0
Oli Sykes,53,53416,1.7693063034731448e-05,0.2065769869346988,0.0,5.52791597567717e-05,2,0,0,0,0
Bring Me The Horizon,80,5975491,1.760692482087915e-05,0.1770021216288018,0.0,5.52791597567717e-05,2,0,0,0,0
Louane,64,1431391,1.102587773841006e-05,0.1737674537718716,0.0,2.763957987838585e-05,1,0,0,0,0
Avril Lavigne,78,11356343,2.2747964776828662e-05,0.1804637502986032,0.0,8.291873963515754e-05,3,0,0,0,0
WILLOW,72,2736187,1.102587773841006e-05,0.1737674537718716,0.0,2.763957987838585e-05,1,0,0,0,0
Omer Benyamin,37,189,1.1460301852618666e-05,0.1809941139875145,0.0,2.763957987838585e-05,1,0,0,0,0
Steven Doar,37,155,1.1460301852618666e-05,0.1809941139875145,0.0,2.763957987838585e-05,1,0,0,0,0
Kara Talve,36,1075,1.1460301852618666e-05,0.1809941139875145,0.0,2.763957987838585e-05,1,0,0,0,0
Steve Mazzaro,35,2964,1.1460301852618666e-05,0.1809941139875145,0.0,2.763957987838585e-05,1,0,0,0,0
Jacob Shea,49,6642,1.1460301852618666e-05,0.1809941139875145,0.0,2.763957987838585e-05,1,0,0,0,0
Sara Barone,35,471,1.1460301852618666e-05,0.1809941139875145,0.0,2.763957987838585e-05,1,0,0,0,0
Anže Rozman,32,1887,1.1460301852618666e-05,0.1809941139875145,0.0,2.763957987838585e-05,1,0,0,0,0
David Fleming,45,4694,1.1460301852618666e-05,0.1809941139875145,0.0,2.763957987838585e-05,1,0,0,0,0
Stanley Myers,46,4516,1.1460301852618666e-05,0.1809941139875145,0.0,2.763957987838585e-05,1,0,0,0,0
Adam Lukas,42,1465,1.1460301852618666e-05,0.1809941139875145,0.0,2.763957987838585e-05,1,0,0,0,0
James Everingham,43,5150,1.1460301852618666e-05,0.1809941139875145,0.0,2.763957987838585e-05,1,0,0,0,0
Rob Kleiner,0,59,1.1460301852618666e-05,0.1809941139875145,0.0,2.763957987838585e-05,1,0,0,0,0
Christian Lundberg,25,1105,1.1460301852618666e-05,0.1809941139875145,0.0,2.763957987838585e-05,1,0,0,0,0
D.T.E,54,6524,0.0001027831301627,0.2591692209890441,0.0857142857142857,0.0004145936981757,15,16,556,0,0
PaSt,47,1042,4.052274950758712e-05,0.2584193521484911,0.3333333333333333,0.0001658374792703,6,7,286,0,0
The Stickmen Project,58,105740,0.0001970759146263,0.2609321615988198,0.0183908045977011,0.0008291873963515,30,31,1327,0,0
NOISETIME,55,53887,0.0004058205329404,0.2131464907578462,0.0125786163522012,0.0014925373134328,54,55,1339,0,0
Glasperlenspiel,54,450864,0.0001504001192144,0.2590121725291204,0.0428571428571428,0.0005804311774461,21,22,651,0,0
2 Engel & Charlie,63,23694,0.0001414860887118,0.2605137522903397,0.0735930735930736,0.0006080707573244,22,23,820,0,0
JKRS,61,27000,0.0002329214073167,0.2145603344577459,0.0094696969696969,0.0009121061359867,33,34,1010,0,0
Gaullin,57,146763,0.0002157736352199,0.2177272286524396,0.0086021505376344,0.0008568269762299,31,32,967,0,0
cassö,71,72825,8.149547433976794e-05,0.2615556327038763,0.1428571428571428,0.0003869541182974,14,15,832,1,0
Rubi,54,33845,7.915093365553393e-05,0.2574871729332569,0.0277777777777777,0.0002487562189054,9,10,116,0,0
LIL M,33,29412,3.2127517578530605e-05,0.2065662906070741,0.0,8.291873963515754e-05,3,4,95,0,0
Culcha Candela,61,410287,0.0001489085748992,0.2076726610455156,0.0166666666666666,0.0004422332780541,16,17,178,0,0
Stevio,52,7683,9.271659283587417e-05,0.258335681576003,0.1538461538461538,0.000359314538419,13,14,381,0,0
Sea Lemon,37,11110,1.3215296038818523e-05,0.170005712078634,0.0,2.763957987838585e-05,1,0,0,0,0
Winter,37,26284,1.3215296038818523e-05,0.170005712078634,0.0,2.763957987838585e-05,1,0,0,0,0
Big Wild,59,278280,1.3215296038818523e-05,0.170005712078634,0.0,2.763957987838585e-05,1,0,0,0,0
Hazel English,45,98659,1.3215296038818523e-05,0.170005712078634,0.0,2.763957987838585e-05,1,0,0,0,0
Ian Isiah,33,13285,1.85410606317442e-05,0.1741196976235376,0.0,5.52791597567717e-05,2,0,0,0,0
Pale Waves,54,359118,1.927943590886993e-05,0.1711613975695247,1.0,5.52791597567717e-05,2,0,0,0,0
Marissa Nadler,34,76646,1.1586458645711874e-05,0.1702871104078274,0.0,2.763957987838585e-05,1,0,0,0,0
GAIKA,29,24529,1.1840261137827135e-05,0.1711540543531964,0.0,2.763957987838585e-05,1,0,0,0,0
The Aubreys,37,197563,1.1840261137827135e-05,0.1711540543531964,0.0,2.763957987838585e-05,1,0,0,0,0
Courtney Love,40,247121,1.1840261137827135e-05,0.1711540543531964,0.0,2.763957987838585e-05,1,0,0,0,0
Loyal Lobos,34,8545,1.4483266298995904e-05,0.1701233184940024,0.0,2.763957987838585e-05,1,0,0,0,0
Uffie,44,78264,2.127222840409339e-05,0.1761467788246221,0.0,5.52791597567717e-05,2,0,0,0,0
MGNA Crrrta,37,9404,1.4483266298995904e-05,0.1701233184940024,0.0,2.763957987838585e-05,1,0,0,0,0
Milk & Bone,37,63535,1.4483266298995904e-05,0.1701233184940024,0.0,2.763957987838585e-05,1,0,0,0,0
Fig Tape,28,1755,1.4483266298995904e-05,0.1701233184940024,0.0,2.763957987838585e-05,1,0,0,0,0
Mikhael Paskalev,28,26759,1.4483266298995904e-05,0.1701233184940024,0.0,2.763957987838585e-05,1,0,0,0,0
Nils Bech,28,7896,1.4483266298995904e-05,0.1701233184940024,0.0,2.763957987838585e-05,1,0,0,0,0
Bo Milli,14,1650,1.4483266298995904e-05,0.1701233184940024,0.0,2.763957987838585e-05,1,0,0,0,0
Safario,28,8092,1.4483266298995904e-05,0.1701233184940024,0.0,2.763957987838585e-05,1,0,0,0,0
Stefanos Yowhannes,15,713,1.4483266298995904e-05,0.1701233184940024,0.0,2.763957987838585e-05,1,0,0,0,0
Clara La San,64,254576,1.8316916215341367e-05,0.1761675213958128,1.0,5.52791597567717e-05,2,0,0,0,0
MonstaBeatz,30,1511,1.7336200577605162e-05,0.1772870422381726,1.0,5.52791597567717e-05,2,0,0,0,0
Nasti Musiq,3,252,1.1033971811953742e-05,0.1757914581417376,0.0,2.763957987838585e-05,1,0,0,0,0
Bam Beezy Bayb,3,259,1.1033971811953742e-05,0.1757914581417376,0.0,2.763957987838585e-05,1,0,0,0,0
Jastin Martin,36,19155,1.1033971811953742e-05,0.1757914581417376,0.0,2.763957987838585e-05,1,0,0,0,0
Lou Ridley,21,5105,1.8316916215341367e-05,0.1761675213958128,1.0,5.52791597567717e-05,2,0,0,0,0
Sy Ari Da Kid,45,163744,1.1033971811953742e-05,0.1757914581417376,0.0,2.763957987838585e-05,1,0,0,0,0
iamdjrucker,3,6,1.1033971811953742e-05,0.1757914581417376,0.0,2.763957987838585e-05,1,0,0,0,0
22Gz,59,534046,2.959098661018892e-05,0.2095403321184203,0.5,0.0001105583195135,4,0,0,0,0
Tony Shhnow,50,74012,1.1033971811953742e-05,0.1757914581417376,0.0,2.763957987838585e-05,1,0,0,0,0
DJ Slim K,30,10285,1.9976973443149117e-05,0.1765868750432027,0.0,5.52791597567717e-05,2,0,0,0,0
Saxkboy KD,39,4743,1.1033971811953742e-05,0.1757914581417376,0.0,2.763957987838585e-05,1,0,0,0,0
Johnny Cocoa,21,3698,1.1033971811953742e-05,0.1757914581417376,0.0,2.763957987838585e-05,1,0,0,0,0
That Mexican OT,73,1004121,3.411493510725048e-05,0.1850767861944927,0.0,0.0001381978993919,5,0,0,0,0
Freddie Dredd,70,1877197,1.1033971811953742e-05,0.1757914581417376,0.0,2.763957987838585e-05,1,10,263,0,0
Finesse2tymes,55,265561,2.1373679620824627e-05,0.1814120382188453,0.0,8.291873963515754e-05,3,0,0,0,0
Dat Boi T,32,25474,1.1033971811953742e-05,0.1757914581417376,0.0,2.763957987838585e-05,1,0,0,0,0
PHABO,48,50032,1.1033971811953742e-05,0.1757914581417376,0.0,2.763957987838585e-05,1,0,0,0,0
Dj Illadell,10,732,1.1033971811953742e-05,0.1757914581417376,0.0,2.763957987838585e-05,1,0,0,0,0
Mexican Trill,11,564,1.1033971811953742e-05,0.1757914581417376,0.0,2.763957987838585e-05,1,0,0,0,0
Black Al Capone,1,401,1.1033971811953742e-05,0.1757914581417376,0.0,2.763957987838585e-05,1,0,0,0,0
Scarface,57,955087,1.8681720842285303e-05,0.2063715735610944,0.0,5.52791597567717e-05,2,0,0,0,0
Moneybagg Yo,77,4715476,0.0001734538681495,0.216002155948089,0.0394088669950738,0.0008015478164731,29,28,1607,0,0
CMG The Label,53,12662,2.9823524109701252e-05,0.1834643636947783,0.5,0.0001381978993919,5,0,0,0,0
idontknowjeffery,48,93647,2.1480339662747667e-05,0.1850443554061145,1.0,8.291873963515754e-05,3,0,0,0,0
NLE Choppa,80,8739230,0.0002788206757597,0.2214428753610125,0.0127758420441347,0.0011608623548922,42,32,1181,0,0
Sexyy Red,80,1494919,3.05848231241274e-05,0.1816488314124791,0.1,0.0001381978993919,5,0,0,0,0
Kirk Franklin,64,1753519,0.000140163636801,0.2134087383615318,0.0428571428571428,0.0005804311774461,21,20,1073,0,0
Maverick City Music,73,2164737,0.0001904721014091,0.210351790214656,0.083076923076923,0.000718629076838,26,20,505,0,0
Fridayy,67,254432,0.0002473546631082,0.2654168246263875,0.0404858299595141,0.001077943615257,39,40,2427,0,0
T-Pain,80,5074300,3.12866292271045e-05,0.1897160766385873,0.1,0.0001381978993919,5,28,881,0,0
Muni Long,70,647627,0.0001683566677229,0.2195444956809558,0.0153846153846153,0.000718629076838,26,26,1349,0,0
HONNE,64,1562601,1.2059845133796642e-05,0.1574476798828246,0.0,2.763957987838585e-05,1,0,0,0,0
BEKA,54,20497,1.2059845133796642e-05,0.1574476798828246,0.0,2.763957987838585e-05,1,0,0,0,0
Agust D,77,14932464,1.2059845133796642e-05,0.1574476798828246,0.0,2.763957987838585e-05,1,0,0,0,0
So!YoON!,52,225450,1.2059845133796642e-05,0.1574476798828246,0.0,2.763957987838585e-05,1,0,0,0,0
Younha,55,486863,1.2059845133796642e-05,0.1574476798828246,0.0,2.763957987838585e-05,1,0,0,0,0
eAeon,45,179404,1.2059845133796642e-05,0.1574476798828246,0.0,2.763957987838585e-05,1,0,0,0,0
Balming Tiger,47,90865,1.2059845133796642e-05,0.1574476798828246,0.0,2.763957987838585e-05,1,0,0,0,0
Fall Out Boy,80,10937500,1.7707851631000687e-05,0.1808692030575595,0.0,5.52791597567717e-05,2,0,0,0,0
Primary,47,111582,1.2059845133796642e-05,0.1574476798828246,0.0,2.763957987838585e-05,1,0,0,0,0
YOON MIRAE,65,295398,1.2059845133796642e-05,0.1574476798828246,0.0,2.763957987838585e-05,1,0,0,0,0
Tiger JK,54,53957,1.2059845133796642e-05,0.1574476798828246,0.0,2.763957987838585e-05,1,0,0,0,0
Bizzy,23,1672,1.2059845133796642e-05,0.1574476798828246,0.0,2.763957987838585e-05,1,0,0,0,0
Adam Lambert,61,1627106,1.286706303776355e-05,0.1551487614214813,0.0,2.763957987838585e-05,1,0,0,0,0
Coco Jones,65,529388,1.455376264664181e-05,0.1791222935147904,0.0,5.52791597567717e-05,2,19,1116,0,0
Jennifer Lopez,77,13302238,2.474016558963188e-05,0.1877095854083826,0.0,0.0001105583195135,4,0,0,0,0
Anycia,53,46552,1.5829105435006507e-05,0.2080770446825875,0.0,5.52791597567717e-05,2,0,0,0,0
Luh Tyler,67,343382,2.506756187589543e-05,0.1871899314322614,0.0,0.0001105583195135,4,0,0,0,0
Skepta,74,1372988,1.4333690976346412e-05,0.187228000188556,0.0,5.52791597567717e-05,2,0,0,0,0
coop,38,1339,1.0114357811911063e-05,0.1763570232730448,0.0,2.763957987838585e-05,1,0,0,0,0
gg,37,211,1.0114357811911063e-05,0.1763570232730448,0.0,2.763957987838585e-05,1,0,0,0,0
Doe Boy,54,263753,2.6628473766046843e-05,0.1822194801469712,0.0,0.0001105583195135,4,0,0,0,0
Chow Lee,52,29087,1.7289601498696052e-05,0.1769149061245206,0.0,5.52791597567717e-05,2,0,0,0,0
Maiya The Don,38,49814,1.0114357811911063e-05,0.1763570232730448,0.0,2.763957987838585e-05,1,0,0,0,0
Icandy,44,24584,1.0114357811911063e-05,0.1763570232730448,0.0,2.763957987838585e-05,1,0,0,0,0
Jay Eazy,46,52249,1.0114357811911063e-05,0.1763570232730448,0.0,2.763957987838585e-05,1,0,0,0,0
DEELA,35,6634,3.327348551590849e-05,0.1802092290032985,0.0,0.0001105583195135,4,0,0,0,0
Peso Pluma,93,17064720,5.411581607780228e-05,0.2169562659715225,0.0666666666666666,0.0002763957987838,10,0,0,0,0
Shakira,88,35139358,1.8270878096158847e-05,0.2111248558955164,0.0,8.291873963515754e-05,3,18,1258,0,0
DJ SpinKing,49,12065,1.4401396212339167e-05,0.181327749587944,0.0,5.52791597567717e-05,2,0,0,0,0
DJ Taj,36,34297,2.1893727220428067e-05,0.1813011965792383,0.0,8.291873963515754e-05,3,0,0,0,0
FendiDa Rappa,46,39495,8.875438591337093e-06,0.1779813136644618,0.0,2.763957987838585e-05,1,0,0,0,0
Sofia Ashraf,21,623,1.1802042222535675e-05,0.1559168245968351,0.0,2.763957987838585e-05,1,0,0,0,0
Lin-Manuel Miranda,74,694994,0.0002152805406081,0.2154758557523552,0.0,0.0006633499170812,24,23,246,0,0
Auli'i Cravalho,66,173267,1.1298342192374398e-05,0.2048281221977124,0.0,2.763957987838585e-05,1,0,0,0,0
Brenda Russell,46,84100,1.1286106298491022e-05,0.2051066041036669,0.0,2.763957987838585e-05,1,13,80,0,0
Allee Willis,9,737,1.1286106298491022e-05,0.2051066041036669,0.0,2.763957987838585e-05,1,19,80,0,0
Stephen Bray,25,110,1.1286106298491022e-05,0.2051066041036669,0.0,2.763957987838585e-05,1,11,161,1,0
Brad Walsh,5,479,1.1286106298491022e-05,0.2051066041036669,0.0,2.763957987838585e-05,1,0,0,0,0
Magoo,40,3887,1.138549490566422e-05,0.1751970174792337,0.0,2.763957987838585e-05,1,0,0,0,0
Sincerely Suav,27,1891,1.138549490566422e-05,0.1751970174792337,0.0,2.763957987838585e-05,1,0,0,0,0
No. 22,24,295,1.138549490566422e-05,0.1751970174792337,0.0,2.763957987838585e-05,1,0,0,0,0
N3WYRKLA,55,12819,1.138549490566422e-05,0.1751970174792337,0.0,2.763957987838585e-05,1,0,0,0,0
LaRussell,52,89005,4.719387969517444e-05,0.1834540521789918,0.1333333333333333,0.0001658374792703,6,0,0,0,0
Hokage Simon,35,2811,1.138549490566422e-05,0.1751970174792337,0.0,2.763957987838585e-05,1,0,0,0,0
Corey Hawkins,47,2163,1.138549490566422e-05,0.1751970174792337,0.0,2.763957987838585e-05,1,0,0,0,0
Black Thought,56,267794,1.7226120403491492e-05,0.177568490601724,0.0,5.52791597567717e-05,2,0,0,0,0
Bri Feel,18,3728,1.138549490566422e-05,0.1751970174792337,0.0,2.763957987838585e-05,1,0,0,0,0
VITA,33,4558,1.138549490566422e-05,0.1751970174792337,0.0,2.763957987838585e-05,1,0,0,0,0
Anna Margo,32,3227,1.138549490566422e-05,0.1751970174792337,0.0,2.763957987838585e-05,1,0,0,0,0
Colt Graves,38,13322,1.138549490566422e-05,0.1751970174792337,0.0,2.763957987838585e-05,1,0,0,0,0
Nelly Furtado,78,4086366,2.2110827153915382e-05,0.1830481389978955,0.3333333333333333,8.291873963515754e-05,3,0,0,0,0
Madison Beer,74,7198053,1.138549490566422e-05,0.1751970174792337,0.0,2.763957987838585e-05,1,0,0,0,0
Creepy Nuts,76,1420654,1.0351138723422775e-05,0.1762540013851092,0.0,2.763957987838585e-05,1,0,0,0,0
The Blaze,65,641782,1.0351138723422775e-05,0.1762540013851092,0.0,2.763957987838585e-05,1,0,0,0,0
Chloé Caillet,45,18419,1.0351138723422775e-05,0.1762540013851092,0.0,2.763957987838585e-05,1,0,0,0,0
Dimitri Vegas & Like Mike,75,3520799,0.0003678652500899,0.2064878847043351,0.0175324675324675,0.0015478164731896,56,56,2010,0,0
Afro Bros,57,73786,2.189295523640035e-05,0.2135356593385345,0.3333333333333333,8.291873963515754e-05,3,0,0,0,0
Alphaville,74,929889,9.005185249990684e-06,0.1861785137057775,0.0,2.763957987838585e-05,1,4,245,0,0
Ava Max,81,7159699,2.6246516164590767e-05,0.1926177495435116,0.5,0.0001105583195135,4,37,1973,1,0
Jaden Bojsen,61,15516,9.005185249990684e-06,0.1861785137057775,0.0,2.763957987838585e-05,1,0,0,0,0
Alesso,77,3942309,2.6969272674634745e-05,0.1915418851328845,0.3333333333333333,0.0001105583195135,4,34,1394,0,0
KAAZE,57,203318,1.9458523168408734e-05,0.19387207334978,0.6666666666666666,8.291873963515754e-05,3,0,0,0,0
Wizkid,80,6266251,4.5840670426876905e-05,0.1846067003689571,0.0476190476190476,0.0001934770591487,7,0,0,0,0
The Chainsmokers,83,20561890,0.0002071312951936,0.2261773685354449,0.034090909090909,0.0009121061359867,33,31,1522,0,0
Lang Lang,65,294057,2.8284668379489164e-05,0.218463805099843,0.6,0.0001381978993919,5,0,0,0,0
Camille Saint-Saëns,67,401581,0.0007593083310271,0.229161250259508,0.1263329893360853,0.004228855721393,153,141,3226,0,0
Gina Alice,36,3545,2.327999258619032e-05,0.21799558215794,1.0,0.0001105583195135,4,0,0,0,0
Gewandhausorchester,52,18788,0.0003875666185252,0.225130743515981,0.0676031606672519,0.0018794914317302,68,68,1277,0,0
Andris Nelsons,43,6053,0.0002793803005182,0.2243205715902211,0.0965309200603318,0.001437258153676,52,51,1101,0,0
Dolly Parton,75,2634127,0.000116537756591,0.2174463651557919,0.0,0.0003869541182974,14,9,75,0,0
Paul McCartney,73,4940245,9.525554905126465e-06,0.2095073193922089,0.0,2.763957987838585e-05,1,0,0,0,0
The Roots,60,1408282,1.5001704396255684e-05,0.2111658317247498,0.0,5.52791597567717e-05,2,16,524,0,0
1 Trait Danger,22,11756,9.525554905126465e-06,0.2095073193922089,0.0,2.763957987838585e-05,1,0,0,0,0
Saturday Night Live,21,7482,9.525554905126465e-06,0.2095073193922089,0.0,2.763957987838585e-05,1,0,0,0,0
Christophe Beck,60,37780,1.4458997659965457e-05,0.2116038989625007,0.0,5.52791597567717e-05,2,0,0,0,0
Kapo,80,274757,1.659171638635125e-05,0.1847159199296172,0.6666666666666666,8.291873963515754e-05,3,0,0,0,0
Ryan Castro,79,3111157,0.0002713522121894,0.197666433799227,0.0482180293501048,0.0014925373134328,54,53,2082,0,0
Fuerza Regida,90,12116623,3.50631299003757e-05,0.2181664562334221,0.1333333333333333,0.0001658374792703,6,31,975,0,0
Blessd,82,5298188,4.7720123130700376e-05,0.215198187337628,0.2444444444444444,0.0002763957987838,10,0,0,0,0
Luck Ra,77,1817939,3.14830914609599e-05,0.2102249320406766,0.0,0.0001381978993919,5,0,0,0,0
KHEA,78,5782715,3.720374289734177e-05,0.2112192483434568,0.0666666666666666,0.0001658374792703,6,0,0,0,0
Pirlo,70,498170,1.7642989882828482e-05,0.1887456899817544,0.0,8.291873963515754e-05,3,0,0,0,0
GDSN,13,36,9.95791635329176e-06,0.1603883068353399,0.0,2.763957987838585e-05,1,0,0,0,0
Sultan + Shepard,59,137923,3.0435042720304496e-05,0.1863166691825372,0.0,0.0001105583195135,4,0,0,0,0
Bahari,51,199533,9.95791635329176e-06,0.1603883068353399,0.0,2.763957987838585e-05,1,0,0,0,0
DENM,52,38848,3.1869420601227074e-05,0.2071968835986496,0.1666666666666666,0.0001105583195135,4,0,0,0,0
Drego & Beno,43,43246,9.95791635329176e-06,0.1603883068353399,0.0,2.763957987838585e-05,1,0,0,0,0
KAROL G,91,51695843,4.148757331977777e-05,0.192597084952818,0.2142857142857142,0.000221116639027,8,0,0,0,0
Viperactive,42,10750,1.773815573210379e-05,0.1825465148594426,0.0,5.52791597567717e-05,2,0,0,0,0
Kane Brown,76,5548174,2.62099154134498e-05,0.189192247616474,0.1666666666666666,0.0001105583195135,4,0,0,0,0
Tayna,65,255200,9.641466292029768e-06,0.1819065167427092,0.0,2.763957987838585e-05,1,0,0,0,0
UKAY,60,4056,9.641466292029768e-06,0.1819065167427092,0.0,2.763957987838585e-05,1,0,0,0,0
pluko,49,78858,1.622345957589947e-05,0.1834306212260163,0.0,5.52791597567717e-05,2,0,0,0,0
BAW,21,2650,9.641466292029768e-06,0.1819065167427092,0.0,2.763957987838585e-05,1,0,0,0,0
PYKE,26,2402,9.641466292029768e-06,0.1819065167427092,0.0,2.763957987838585e-05,1,0,0,0,0
SampliFire,45,73108,9.641466292029768e-06,0.1819065167427092,0.0,2.763957987838585e-05,1,0,0,0,0
INFEKT,44,78139,9.641466292029768e-06,0.1819065167427092,0.0,2.763957987838585e-05,1,0,0,0,0
SVDDEN DEATH,53,236161,1.6116111158911824e-05,0.1838984965665982,0.0,5.52791597567717e-05,2,0,0,0,0
Space Laces,47,103871,1.5314054342405734e-05,0.1868927473318266,0.0,5.52791597567717e-05,2,0,0,0,0
venbee,56,83445,2.2625185061340375e-05,0.1865606316705682,0.3333333333333333,8.291873963515754e-05,3,0,0,0,0
Hybrid Minds,60,178593,9.641466292029768e-06,0.1819065167427092,0.0,2.763957987838585e-05,1,0,0,0,0
SNAILS,41,143702,2.400767222671444e-05,0.209440103412797,0.0,8.291873963515754e-05,3,0,0,0,0
Stained With Silver,30,6398,1.0855426733377855e-05,0.1764428223762191,0.0,2.763957987838585e-05,1,0,0,0,0
BRAYTON,22,1698,1.0855426733377855e-05,0.1764428223762191,0.0,2.763957987838585e-05,1,0,0,0,0
Micah Martin,47,13990,5.064824604073105e-05,0.1857595072983377,0.0,0.0001934770591487,7,0,0,0,0
OUTRAGE,20,2113,1.7310358413061527e-05,0.1804311024415894,0.0,5.52791597567717e-05,2,0,0,0,0
DIESEL,46,45661,2.3318583017040247e-05,0.2097202507456642,0.6666666666666666,8.291873963515754e-05,3,0,0,0,0
SAYMYNITTI,26,5058,1.0855426733377855e-05,0.1764428223762191,0.0,2.763957987838585e-05,1,0,0,0,0
SAYMYNAME,33,48084,1.0855426733377855e-05,0.1764428223762191,0.0,2.763957987838585e-05,1,0,0,0,0
Hadar Adora,25,1102,1.0855426733377855e-05,0.1764428223762191,0.0,2.763957987838585e-05,1,0,0,0,0
KHALI,43,762,1.0855426733377855e-05,0.1764428223762191,0.0,2.763957987838585e-05,1,0,0,0,0
