name,popularity,followers,pagerank,closeness_cent,clustering,deg_cent,degree,num_collaborators,sum_collaborators_popularity,sum_collaborators_in_playlist,in_playlist
JT Roach,46,11474,0.0001935208334048,0.2124553330108001,0.0,0.0007462686567164,27,28,838,0,0
FRENSHIP,53,192741,6.986865395325631e-05,0.208708416853604,0.0357142857142857,0.000221116639027,8,9,171,0,0
filous,51,116288,0.0003062299463934,0.2121778663634651,0.0016806722689075,0.0009673852957435,35,35,675,0,0
Adam Melchor,51,117193,8.99024507654619e-05,0.2578922043639284,0.0277777777777777,0.0002487562189054,9,9,96,0,0
Zymphonica,40,3530,4.595789328873182e-05,0.2082834523599148,0.2,0.0001658374792703,6,6,78,0,0
Rasmus Fors,10,8,2.295422107164113e-05,0.2071586287029073,1.0,8.291873963515754e-05,3,3,78,0,0
Johan Landqvist,28,120,3.766822329288418e-05,0.2576386794500517,0.4,0.0001381978993919,5,5,78,0,0
Her Ensemble,30,572,0.0001415563850696,0.2084479054390451,0.0583333333333333,0.0004422332780541,16,16,101,0,0
CN Lester,0,376,3.051334209254747e-05,0.207139506551817,1.0,0.0001105583195135,4,4,30,0,0
Her Brass,0,5,3.051334209254747e-05,0.207139506551817,1.0,0.0001105583195135,4,4,30,0,0
Bassists with Boobs,0,10,3.051334209254747e-05,0.207139506551817,1.0,0.0001105583195135,4,4,30,0,0
UEFA,42,33729,4.039931899164186e-05,0.2119486568526889,0.1666666666666666,0.0001105583195135,4,5,180,0,0
Giorgio Tuinfort,22,630,0.000206542142518,0.2584472543848378,0.0095238095238095,0.0005804311774461,21,22,107,0,0
Tony Britten,40,9115,2.454660692943065e-05,0.1747680665892358,0.0,5.52791597567717e-05,2,3,82,0,0
MassiveMusic,33,980,2.454660692943065e-05,0.1747680665892358,0.0,5.52791597567717e-05,2,3,75,0,0
1300SAINT,22,1835,0.0002013542747369,0.1315319020564717,0.0714285714285714,0.0005804311774461,21,22,124,0,0
DarkFantasyInterlude,14,1141,2.05158755464953e-05,0.1161917419385044,1.0,5.52791597567717e-05,2,1,14,0,0
Hitech,4,310,1.2014086205055805e-05,0.1161909899200331,0.0,2.763957987838585e-05,1,1,4,0,0
Mitchxy,2,8,2.041103329723804e-05,0.1161936220272719,1.0,5.52791597567717e-05,2,1,2,0,0
Nezzus,31,6160,5.32055143155043e-05,0.150216201926036,0.0,0.0001381978993919,5,5,107,0,0
Slump Madi,6,511,4.606519032797689e-05,0.1161966302958569,0.6,0.0001381978993919,5,3,12,0,0
Weeks,2,60,1.2014086205055805e-05,0.1161909899200331,0.0,2.763957987838585e-05,1,1,2,0,0
CaliBucky,8,781,7.809015826494743e-05,0.1161973823873422,0.0476190476190476,0.0001934770591487,7,6,8,0,0
RODSTAR,1,73,7.275118169008464e-05,0.1161947501097374,0.0,0.0001658374792703,6,6,1,0,0
nardo$ reign,6,481,0.000118409300761,0.1162007669195118,0.0909090909090909,0.0003316749585406,12,13,48,0,0
prodarmaan,5,38,6.07991007508222e-05,0.1161939980523266,0.0,0.0001381978993919,5,5,5,0,0
DK Guap,2,87,2.4232223642902392e-05,0.1161917419385044,0.0,5.52791597567717e-05,2,2,2,0,0
Heyykobee,1,411,0.0001042923268566,0.116198886599521,0.1454545454545454,0.0003040353786622,11,11,14,0,0
Mvnny,4,482,0.0001222480397783,0.1161981344885635,0.0181818181818181,0.0003040353786622,11,11,4,0,0
Tezzarain,3,461,3.9824582416817855e-05,0.1161924939667103,0.3333333333333333,0.0001105583195135,4,4,21,0,0
KAI H,0,152,5.474539345800443e-05,0.1162026473003579,0.6,0.0001658374792703,6,4,13,0,0
areyousuretino,0,13,1.2014086205055805e-05,0.1161909899200331,0.0,2.763957987838585e-05,1,1,0,0,0
MigoFetti,4,111,2.891282263867754e-05,0.1161943740798151,0.6666666666666666,8.291873963515754e-05,3,1,4,0,0
FLACO,6,182,8.561116922979698e-05,0.1162003908506453,0.2222222222222222,0.0002487562189054,9,5,6,0,0
hitlist exclusive,0,7,1.2014086205055805e-05,0.1161909899200331,0.0,2.763957987838585e-05,1,1,0,0,0
Kari Kira,2,444,0.0001006716408604,0.1471291966207955,0.0,0.0002487562189054,9,9,2,0,0
Ktigga,1,30,2.8760637319564502e-05,0.1161939980523266,0.6666666666666666,8.291873963515754e-05,3,3,2,0,0
He Is We,53,343049,9.902216983901242e-06,0.2570429212442402,0.0,2.763957987838585e-05,1,2,53,0,0
C-Kan,72,3210608,0.0003100641024373,0.2173647475687833,0.0673635307781649,0.0011608623548922,42,40,1939,0,0
Pipo Ti,47,9666,0.0002490746431004,0.2595270291021005,0.0,0.000718629076838,26,27,119,0,0
Toser One,62,630554,0.000236752566695,0.2128281014342403,0.0793650793650793,0.0009950248756218,36,34,584,0,0
Griss Romero,56,190158,0.0002091149171911,0.2592178698309824,0.0,0.0005527915975677,20,21,128,0,0
Neto Peña,70,1578034,0.0003323703614876,0.2137886817520078,0.0514285714285714,0.0013819789939192,50,48,784,0,0
Chris Ibarra,14,84,1.0022076636985103e-05,0.1784324098168153,0.0,2.763957987838585e-05,1,2,86,0,0
Nanpa Básico,76,2692991,0.0002391735151551,0.2148787875431451,0.036036036036036,0.0010226644555002,37,38,805,0,0
The Bit,23,352,5.339689527365955e-05,0.2591280708446163,0.0,0.0001658374792703,6,7,95,0,0
Swat,22,870,0.000311553966203,0.2598143637388233,0.015126050420168,0.0009673852957435,35,36,261,0,0
Flowker Slick,26,1646,0.0003202768019595,0.2110169048966159,0.0132575757575757,0.0009121061359867,33,34,220,0,0
Eslok Diaz,22,316,0.0001215033895218,0.259215998383961,0.0512820512820512,0.000359314538419,13,14,120,0,0
Dharius,70,2809451,0.00016233098027,0.2608127496524814,0.1033333333333333,0.0006909894969596,25,26,703,0,0
Tiro Loko,59,122828,8.486472117215448e-05,0.2603041068356318,0.1923076923076923,0.000359314538419,13,14,355,0,0
Don Kalavera,37,24258,0.0001349049967944,0.1786765981485626,0.0,0.0004422332780541,16,17,109,0,0
M.O.B.,15,936,0.0002801986216837,0.2106096725588442,0.0028490028490028,0.0007462686567164,27,28,188,0,0
Bz Bwai,19,392,0.0001693975750208,0.2592216128060935,0.0083333333333333,0.0004422332780541,16,17,106,0,0
Yubeili,59,125661,0.0003205274712235,0.1868752380831787,0.0130612244897959,0.0013819789939192,50,51,770,0,0
Alka Produce,59,12686,0.0001938798994024,0.181242624345838,0.0338461538461538,0.000718629076838,26,27,266,0,0
Luis Alfonso Partida El Yaki,65,375601,0.0002083035810358,0.1848947487661979,0.017094017094017,0.0007462686567164,27,27,492,0,0
Darkiel,68,1305270,0.0003069828825334,0.1935084554591026,0.0109803921568627,0.0014096185737976,51,52,818,0,0
Melodico,49,226336,0.0002794649562754,0.2113149689138909,0.0282258064516129,0.0008844665561083,32,32,369,0,0
Neto Reyno,54,729078,0.0002894875512067,0.183034141852231,0.0068965517241379,0.0008291873963515,30,31,287,0,0
Badly Rouse,28,1055,2.4975201511542188e-05,0.1785291173030048,0.0,8.291873963515754e-05,3,4,100,0,0
MC Davo,70,2684505,0.0002409526100608,0.2159047394927131,0.054054054054054,0.0010226644555002,37,37,1062,0,0
El High,47,39824,0.0002231460874733,0.2636200705455235,0.0284495021337126,0.0010503040353786,38,39,826,0,0
Fermin IV,38,45501,0.0001709449679844,0.2596602883251434,0.0196078431372549,0.0004975124378109,18,19,250,0,0
El Pinche Mara,56,1019125,0.0002821922623406,0.182618007060471,0.0380952380952381,0.0009950248756218,36,35,476,0,0
Aczino,50,220755,0.0003293533396505,0.2126088157474076,0.0115384615384615,0.0011055831951354,40,41,449,0,0
Lopes,48,72283,0.0002906681628866,0.1828011708398079,0.0,0.0008291873963515,30,31,196,0,0
Dub G,21,1114,4.966493294359346e-05,0.178547761065379,0.1,0.0001381978993919,5,6,142,0,0
El Fother,47,116192,0.0004871767862864,0.2121791202363767,0.0037707390648567,0.001437258153676,52,50,101,0,0
Maxo IR,28,676,0.000348727610005,0.1788234322208126,0.0075075075075075,0.0010226644555002,37,37,100,0,0
Al2 El Aldeano,59,365761,0.0001165536335129,0.179732919356443,0.0,0.000359314538419,13,14,131,0,0
Gera MX,77,5246606,0.0002424405821535,0.2153556601297921,0.0597439544807965,0.0010503040353786,38,35,891,0,0
Pla La Sustancia,19,1446,0.0002527439020045,0.2601268329251466,0.0211640211640211,0.0007739082365948,28,29,256,0,0
Quimico Ultra Mega,59,273940,0.0004122145213914,0.2135966350466058,0.0105580693815987,0.001437258153676,52,51,356,0,0
dadanny,57,8206,0.0001018544582732,0.1373831103906668,0.0555555555555555,0.0002487562189054,9,10,313,0,0
ark,31,1152,3.79986210929326e-05,0.1207349659131799,0.0,8.291873963515754e-05,3,4,88,0,0
sxpphire,4,88,1.2933996883072596e-05,0.1207333419690813,0.0,2.763957987838585e-05,1,2,61,0,0
teefaygoo,49,7225,0.0003691156779934,0.1349642009102703,0.0117647058823529,0.0009673852957435,35,36,196,0,0
prodbysky,56,79246,0.0001962452448842,0.1228513185798918,0.0526315789473684,0.0005251520176893,19,20,231,0,0
mikeeysmind,69,196644,0.0001344710899667,0.1207479590388436,0.0303030303030303,0.0003316749585406,12,13,182,0,0
Robber Ran,9,381,5.029452570066287e-05,0.1207357779016117,0.0,0.0001105583195135,4,5,66,0,0
Shankz,24,1767,5.337449739595598e-05,0.1576114834162666,0.0,0.0001381978993919,5,6,143,0,0
Luh Monk,13,187,6.242221626750989e-05,0.1207365899009654,0.0,0.0001381978993919,5,5,13,0,0
Phoresight,1,126,1.2933996883072596e-05,0.1207333419690813,0.0,2.763957987838585e-05,1,1,1,0,0
Warrant,56,1289230,2.469530249442352e-05,0.2572068023565425,0.0,8.291873963515754e-05,3,4,74,0,0
Octoberfest,18,914,0.0001073713553534,0.2095170998562112,0.0222222222222222,0.0002763957987838,10,10,80,0,0
Focus Noise Sounds,45,99,2.0972971376179364e-05,0.2043292209047354,1.0,5.52791597567717e-05,2,3,120,0,0
WNBN,35,58,2.7662037447731297e-05,0.2570502822053365,0.3333333333333333,8.291873963515754e-05,3,4,120,0,0
Brown Noise for Better Sleep,40,55,2.0972971376179364e-05,0.2043292209047354,1.0,5.52791597567717e-05,2,3,120,0,0
Caribou,60,686601,0.0001961953727465,0.2586855987792098,0.072463768115942,0.0006633499170812,24,25,832,0,0
Champion,39,13318,0.0003512224289422,0.2100478332006856,0.0028449502133712,0.0010503040353786,38,39,487,0,0
Harry Hayes,33,1579,0.0001338951191011,0.206250654106451,0.0151515151515151,0.0003316749585406,12,13,132,0,0
Radiohead,84,10738634,2.252632666518874e-05,0.257509333487479,0.3333333333333333,8.291873963515754e-05,3,3,84,0,0
William Onyeabor,41,122182,6.459393471332903e-05,0.2572860557657001,0.1428571428571428,0.000221116639027,8,8,41,0,0
Hot Chip The Vaccines Justin Strauss Joakim,0,40,2.4880702217462407e-05,0.2053670479958314,1.0,8.291873963515754e-05,3,3,41,0,0
Akwetey (Dragons of Zynth) JD Twitch Daphni Javelin David Terranova Policy Scientist,0,20,2.4880702217462407e-05,0.2053670479958314,1.0,8.291873963515754e-05,3,3,41,0,0
Maya Jane Coles,45,221467,0.0002317674215634,0.2062909448437167,0.0,0.0006633499170812,24,24,197,0,0
DJ Koze,51,233765,0.0002223402610483,0.206330065615948,0.0079051383399209,0.0006357103372028,23,23,171,0,0
Eamon Harkin,4,1291,3.801656953797641e-05,0.2053729214656813,0.3333333333333333,0.0001105583195135,4,4,22,0,0
Justin Carter,18,1563,9.519589785566892e-05,0.2572971182640668,0.0666666666666666,0.0002763957987838,10,10,22,0,0
Foals,63,1423003,0.0001473394798181,0.2575943176272686,0.0083333333333333,0.0004422332780541,16,16,130,0,0
Junior Boys,34,85502,0.0001662425563028,0.2573745823972187,0.0073529411764705,0.0004698728579325,17,18,94,0,0
James Holden,32,77322,0.000225739752292,0.2583189539628557,0.0036231884057971,0.0006633499170812,24,24,127,1,0
Clearlake,10,2068,1.064280849657821e-05,0.205360000275452,0.0,2.763957987838585e-05,1,1,10,0,0
The Notwist,38,94931,8.580698707138726e-05,0.2573506004197311,0.0833333333333333,0.0002487562189054,9,9,89,0,0
Oh No Ono,9,3106,2.612519129375569e-05,0.2572713072475384,0.3333333333333333,8.291873963515754e-05,3,3,9,0,0
Pick a Piper,11,2351,0.0001253391663726,0.2573044937914964,0.0151515151515151,0.0003316749585406,12,12,11,0,0
Silver Columns,4,454,2.612519129375569e-05,0.2572713072475384,0.3333333333333333,8.291873963515754e-05,3,3,4,0,0
Killstation,58,574886,6.995022918495329e-05,0.2084103969639722,0.0476190476190476,0.0001934770591487,7,8,344,0,0
Beamon,44,33816,0.0002483751636298,0.1746592451593343,0.0,0.0006357103372028,23,23,136,0,0
Thepoolboi,24,8630,0.0001290585169596,0.1723701331651098,0.0,0.0003040353786622,11,12,82,0,0
Diablo,38,11332,0.0003213287176859,0.2589318523060001,0.0016806722689075,0.0009673852957435,35,36,403,0,0
Borgore,49,563200,0.0002363376865148,0.2101560247950459,0.0061538461538461,0.000718629076838,26,27,244,0,0
ivy babe,8,128,2.3483797165239257e-05,0.1723552392179188,0.0,5.52791597567717e-05,2,3,66,0,0
RiverKinn,34,12141,0.000171913194997,0.1737615670841219,0.0,0.0004422332780541,16,17,150,0,0
XXXTENTACION,89,47196499,9.979750561615208e-05,0.260445722179048,0.025,0.0004422332780541,16,16,855,0,0
The Smile,63,498103,4.147283874669081e-06,0.0,0.0,0.0,0,1,63,0,0
007,12,1082,2.7648559164460536e-05,2.763957987838585e-05,0.0,2.763957987838585e-05,1,2,12,0,0
NorthFaceNello,0,5,2.7648559164460536e-05,2.763957987838585e-05,0.0,2.763957987838585e-05,1,2,12,0,0
99BEATZ,29,72,4.147283874669081e-06,0.0,0.0,0.0,0,1,29,0,0
The 49ers,25,8471,0.0001941241581292,0.2573063377394238,0.0666666666666666,0.0005804311774461,21,22,299,0,0
SoulChef,53,95735,0.0001645347794681,0.2045201012113537,0.0,0.0003869541182974,14,14,53,0,0
Poldoore,50,59592,0.0001672868701129,0.2572989621062834,0.0073529411764705,0.0004698728579325,17,17,94,0,0
re:plus,39,44512,0.0002208925745153,0.2572178580405135,0.0173160173160173,0.0006080707573244,22,22,54,0,0
Kondor,24,12404,7.105036700379184e-05,0.2571165498317796,0.0476190476190476,0.0001934770591487,7,7,24,0,0
Otokaze,18,2271,4.87478603922942e-05,0.2571091850749332,0.1,0.0001381978993919,5,5,18,0,0
Incise,15,1929,3.500431878190427e-05,0.2571368050887991,0.6666666666666666,0.0001105583195135,4,4,54,0,0
Prolifical,4,73,3.5542064243447604e-05,0.2044944746074896,0.0,8.291873963515754e-05,3,3,4,0,0
Inherit,3,412,2.551117123317709e-05,0.2570999797221608,0.6666666666666666,8.291873963515754e-05,3,3,3,0,0
Mono Creation,3,76,1.1549535113185754e-05,0.2044898159149293,0.0,2.763957987838585e-05,1,1,3,0,0
banvox,31,27972,0.0001575651610977,0.2571754830791213,0.0083333333333333,0.0004422332780541,16,16,43,0,0
Dj Chika,0,21,1.8972451769249567e-05,0.2044909805681695,1.0,5.52791597567717e-05,2,2,3,0,0
DJ Grievous,2,162,4.311363607039242e-05,0.2044956393137969,0.1666666666666666,0.0001105583195135,4,4,2,0,0
Jazz Funk Orchestra,0,192,2.093461005281842e-05,0.2044933099144494,1.0,5.52791597567717e-05,2,2,2,0,0
Hangman,9,4247,2.733565175148324e-05,0.2571018207399818,0.3333333333333333,8.291873963515754e-05,3,3,9,0,0
DJ MOTORA,15,554,0.0001850239290848,0.2571533799457052,0.0073529411764705,0.0004698728579325,17,17,15,0,0
Navid B,6,1208,1.7304468222417912e-05,0.2570981387307054,1.0,5.52791597567717e-05,2,2,6,0,0
W.O.N.E.,2,14,2.3464755937930265e-05,0.2044921452346761,0.0,5.52791597567717e-05,2,2,2,0,0
South Hill Productions,0,10,2.068086338869486e-05,0.2044921452346761,1.0,5.52791597567717e-05,2,1,0,0,0
Stilla-mode,0,6,1.1549535113185754e-05,0.2044898159149293,0.0,2.763957987838585e-05,1,1,0,0,0
SL of Repeat Offenders,0,56,3.1598869138670564e-05,0.2044933099144494,0.3333333333333333,8.291873963515754e-05,3,3,0,0,0
926RICO,3,368,7.140237853158518e-05,0.2056116683836562,0.1428571428571428,0.0001934770591487,7,8,47,0,0
Søul,11,375,0.0002024262541547,0.2061357934547747,0.0632411067193675,0.0006357103372028,23,24,40,0,0
SKYRRIPA,6,391,0.0001884482164567,0.2087217628554607,0.072463768115942,0.0006633499170812,24,24,124,0,0
Rvf,4,395,8.415835101217335e-05,0.1704447447361487,0.0,0.0001934770591487,7,8,7,0,0
Keysokeys,7,1128,0.0002284680329769,0.2580998365920682,0.0455840455840455,0.0007462686567164,27,28,75,0,0
Skhyrripa,0,0,1.2112759521467928e-05,0.1704350357353853,0.0,2.763957987838585e-05,1,2,3,0,0
Ja'Dmnz,0,94,4.851783073163606e-05,0.1704398900975002,0.0,0.0001105583195135,4,5,3,0,0
water,16,1341,7.236721032745498e-05,0.1704431264925384,0.0,0.0001658374792703,6,6,16,0,0
Jowell & Randy,72,4427252,0.0002491914217876,0.2244944906878369,0.1037234042553191,0.0013266998341625,48,48,3071,0,0
Cultura Profética,64,1800633,7.06562259963222e-05,0.2596865809458865,0.0,0.0002487562189054,9,10,213,0,0
El Malilla,75,1027493,0.0003048237444412,0.21473356878179,0.0177187153931339,0.0011885019347705,43,44,556,0,0
Yeyo,59,55948,0.0001318369857604,0.1861109598183661,0.065359477124183,0.0004975124378109,18,18,277,0,0
Dei V,81,1379009,0.0001504950007076,0.2155470023422575,0.0806451612903225,0.0008844665561083,32,33,1229,0,0
Wisin,76,9257507,0.000242267680607,0.2212872881743894,0.0881632653061224,0.0013819789939192,50,49,2387,0,0
MEL GRANDA,55,17975,8.180670536806522e-05,0.1878618179391132,0.0303030303030303,0.0003316749585406,12,13,189,0,0
Poo Bear,62,58906,0.0001679841150852,0.1990990454884476,0.0066666666666666,0.0006909894969596,25,26,1013,0,0
Santana the Golden Boy,46,106704,1.2645341048243508e-05,0.1850815563868758,1.0,5.52791597567717e-05,2,3,192,0,0
Brray,74,472861,0.0003860132848773,0.2237530076225918,0.0689310689310689,0.002155887230514,78,65,2266,0,0
Wisin & Yandel,81,7811069,0.0001274725692685,0.1971140777056354,0.0911680911680911,0.0007462686567164,27,27,1306,0,0
Alejandro Armes,54,3209,0.0002068888360516,0.186778024190475,0.0238095238095238,0.0007739082365948,28,29,436,0,0
Guelo Star,46,164760,0.0001539480909284,0.2135331194395266,0.0474308300395256,0.0006357103372028,23,23,285,0,0
Marconi Impara,42,53068,0.0002164261274841,0.1911910197778374,0.0634249471458773,0.0012161415146489,44,44,1064,0,0
Kiko el Crazy,50,108344,0.0003230797551981,0.1900726121798379,0.0109803921568627,0.0014096185737976,51,52,920,0,0
Anonimus,58,456816,0.000401776036109,0.2230274889783597,0.0237762237762237,0.0018242122719734,66,61,913,0,0
El Coyote The Show,18,3393,3.93272907731419e-05,0.1874361876848504,0.2857142857142857,0.000221116639027,8,9,526,0,0
Cauty,58,1028474,0.0002774978421674,0.1902186251319665,0.0313725490196078,0.0014096185737976,51,51,796,0,0
Dímelo Flow,71,497058,0.0001437465312542,0.1938961537157441,0.1204301075268817,0.0008568269762299,31,32,1581,0,0
Carlos Arroyo,24,2991,6.71168385145681e-05,0.1908211522664952,0.141025641025641,0.000359314538419,13,14,551,0,0
Nacho,64,5422196,0.000319508880471,0.1919350730125154,0.0097560975609756,0.0011332227750138,41,39,298,0,0
Mackie,53,18584,0.0003261466221487,0.1910597764411977,0.0046457607433217,0.0011608623548922,42,43,261,0,0
Valentino,50,165872,0.0001756377172956,0.2623794329822657,0.0467980295566502,0.0008015478164731,29,30,747,0,0
Rafa Pabön,67,348037,0.0003232168464989,0.2182022544814503,0.037037037037037,0.0015201768933112,55,52,953,0,0
Hits Master Music,27,693,3.337606105235746e-05,0.1898565223524393,0.2666666666666666,0.0001658374792703,6,7,227,0,0
"Tito ""El Bambino""",70,4038254,0.0001811971686004,0.1987232746361398,0.0445632798573975,0.0009397457158651,34,35,1091,0,0
Sky Rompiendo,70,268640,0.0001242706748962,0.261994602921413,0.0830039525691699,0.0006357103372028,23,24,998,0,0
Paulino Rey,27,2654,0.0002854136165,0.2618818570710799,0.0243128964059196,0.0012161415146489,44,43,646,0,0
Imad,45,7615,0.0001544716439185,0.2592796427458456,0.0842105263157894,0.0005527915975677,20,21,779,0,0
Clubhouse,48,27864,4.543806732544207e-05,0.2064736354800005,0.1,0.0001381978993919,5,6,204,0,0
Oluwadamvic,51,1204,0.0001454156818034,0.2065924391415078,0.0219780219780219,0.0003869541182974,14,15,214,0,0
Ghenwa Nemnom,34,9050,0.0002664529955519,0.2575998620196383,0.0026455026455026,0.0007739082365948,28,29,191,0,0
Nightshifts,24,16484,5.300259952741222e-05,0.2574096410208999,0.0666666666666666,0.0001658374792703,6,7,108,0,0
Samia,33,1295,5.62804042871281e-05,0.208108401929885,0.0952380952380952,0.0001934770591487,7,8,231,0,0
offrami,53,15039,0.0002403971338511,0.2123786747121372,0.0098522167487684,0.0008015478164731,29,30,660,0,0
Crooked Colours,51,165112,0.0002583166502948,0.2127940446998394,0.0022988505747126,0.0008291873963515,30,31,516,0,0
Ash,60,208338,8.593888894003408e-05,0.2074063402199686,0.0222222222222222,0.0002763957987838,10,11,336,0,0
Amalle,16,1244,0.0001022098148913,0.2573672028511774,0.0222222222222222,0.0002763957987838,10,11,61,0,0
Michel Fannoun,42,2705,0.0002176574454008,0.2120225008896689,0.0085470085470085,0.0007462686567164,27,28,510,0,0
Jad Alexander,25,1881,7.213200692643055e-05,0.2580460426057152,0.0888888888888888,0.0002763957987838,10,11,323,0,0
November Lights,40,3606,6.519495613041817e-05,0.2584230720985713,0.0888888888888888,0.0002763957987838,10,11,418,0,0
Chill Executive Officer,0,778,1.828889125477493e-05,0.2057353761111129,1.0,5.52791597567717e-05,2,2,0,0,0
Maykel Piron,0,646,1.828889125477493e-05,0.2057353761111129,1.0,5.52791597567717e-05,2,2,0,0,0
1LUM3,51,7722,0.0002200098759367,0.2088043033163667,0.0766666666666666,0.0006909894969596,25,26,605,0,0
Beli Remour,32,6905,0.0001323069052946,0.2073476496910921,0.0549450549450549,0.0003869541182974,14,12,140,0,0
Keops & Raony,19,2028,0.000173210353585,0.1726477965809428,0.0,0.0004422332780541,16,17,70,0,0
Matheus Coringa,30,23541,0.0002740049189456,0.2084854274176569,0.0344086021505376,0.0008568269762299,31,31,328,0,0
iiaancoo,11,233,4.660962104458514e-05,0.2589057122842787,0.0666666666666666,0.0001658374792703,6,7,243,0,0
Masm,2,449,7.686331563595426e-05,0.1726702143830064,0.0476190476190476,0.0001934770591487,7,8,101,0,0
Rodrigo Zin,48,110544,0.0001222940547113,0.1739358135108282,0.0303030303030303,0.0003316749585406,12,11,102,0,0
Baco Exu do Blues,72,3603424,0.0002388920028805,0.1800555964061582,0.0100806451612903,0.0008844665561083,32,32,806,0,0
Matéria Prima,28,5682,0.000396257909956,0.2072064495302905,0.0153846153846153,0.0011055831951354,40,40,190,0,0
Sena Mc,18,2694,0.0001797185754656,0.258823592279229,0.0432900432900432,0.0006080707573244,22,22,109,0,0
Delli Beatz,26,287,0.0002830182187371,0.2591523852594748,0.0189393939393939,0.0009121061359867,33,33,170,0,0
LAVOLTA,13,1266,3.819950162247984e-05,0.2061452616575618,0.3333333333333333,0.0001105583195135,4,3,45,0,0
yu,6,1159,2.273392034323905e-05,0.1726245546374822,0.0,5.52791597567717e-05,2,2,6,0,0
Goribeatzz,32,2236,0.0003037673596796,0.258616657193601,0.0080645161290322,0.0008844665561083,32,32,131,0,0
Chozy,31,19808,0.0002807310586566,0.1726644018012503,0.0,0.000718629076838,26,26,31,0,0
GEO,6,3837,8.25702351383476e-05,0.2580720093164412,0.0277777777777777,0.0002487562189054,9,9,19,0,0
SHEILA Records,3,504,6.016682217581524e-05,0.206438021021591,0.3809523809523809,0.0001934770591487,7,5,61,0,0
Gordo Jazz,4,367,8.26632288310554e-05,0.2582242050585369,0.1111111111111111,0.0002487562189054,9,8,34,0,0
CIANO,24,2114,0.0001647406862798,0.1726536080447362,0.0166666666666666,0.0004422332780541,16,16,39,0,0
d4crvz,17,560,0.0002727795438821,0.1726976218262236,0.0033333333333333,0.0006909894969596,25,25,68,0,0
sódan.,15,397,0.0001228512300623,0.1726519475865877,0.0454545454545454,0.0003316749585406,12,11,18,0,0
João Alquímico,2,53,0.0001055676248049,0.2582464926647045,0.106060606060606,0.0003316749585406,12,12,71,0,0
PHINEA$,4,91,8.114539009554386e-05,0.2580682994663849,0.0,0.000221116639027,8,8,4,0,0
Caique LP,0,4,1.1121613664665562e-05,0.1726228947381136,0.0,2.763957987838585e-05,1,1,0,0,0
TNGHT,33,39321,3.600556981156416e-05,0.2579107293726821,0.2,0.0001381978993919,5,6,116,0,0
Lunice,36,31876,0.0001775359952148,0.2598275249892117,0.0072463768115942,0.0006633499170812,24,25,496,0,0
Jump Source,25,3741,5.711930168646029e-05,0.1765287050039294,0.1333333333333333,0.0001658374792703,6,7,122,0,0
Keepsakes,13,3497,0.0001861780394314,0.2576275875619535,0.0065359477124183,0.0004975124378109,18,19,110,0,0
Reznik,37,4611,0.0001579103247869,0.2583338228453373,0.0263157894736842,0.0005527915975677,20,19,352,0,0
Quelza,19,4298,8.530901988435338e-05,0.2575943176272686,0.0277777777777777,0.0002487562189054,9,10,116,0,0
Mr. G,31,22341,0.0001412114917919,0.1765417248172566,0.0128205128205128,0.000359314538419,13,14,128,0,0
Soo Joo,18,776,2.1957898224256736e-05,0.1735910264664378,0.0,5.52791597567717e-05,2,3,65,0,0
George Riley,31,12278,0.0001028454825754,0.1779275116984197,0.0,0.0002763957987838,10,11,143,0,0
S-Type,11,6415,7.815871159561598e-05,0.2574871729332569,0.0,0.0002487562189054,9,10,104,0,0
Cashmere Cat,56,326609,0.0001048324314543,0.2599403904272853,0.0,0.0003869541182974,14,15,516,0,0
4EVE,55,484666,0.0001401023563721,0.2572528739774534,0.1083333333333333,0.0004422332780541,16,17,549,0,0
GEE,37,375,1.7121112128537806e-05,0.2570852525287069,1.0,5.52791597567717e-05,2,3,92,0,0
Ink Waruntorn,58,831028,0.0001046321946564,0.204486322034805,0.0222222222222222,0.0002763957987838,10,11,174,0,0
Sandy Yanisa,17,1319,1.1366179019305648e-05,0.2044560467408416,0.0,2.763957987838585e-05,1,2,72,0,0
JAP The Richman Toy,10,41,2.0252717439588185e-05,0.2044583752913261,1.0,5.52791597567717e-05,2,3,75,0,0
MYB,10,30,3.10212670847759e-05,0.2044595395864584,0.3333333333333333,8.291873963515754e-05,3,4,75,0,0
Copter,12,738,2.0252717439588185e-05,0.2044583752913261,1.0,5.52791597567717e-05,2,3,80,0,0
Thailand Game Show,13,156,3.10212670847759e-05,0.2044595395864584,0.3333333333333333,8.291873963515754e-05,3,4,80,0,0
Getsunova,48,438434,4.614152447594797e-05,0.2570962977656151,0.1,0.0001381978993919,5,6,103,0,0
PROXIE,50,146931,5.927610452385065e-05,0.2044653612610289,0.0,0.0001381978993919,5,6,105,0,0
JAYLERR,37,77408,8.073826626938562e-05,0.2571220736763048,0.1388888888888889,0.0002487562189054,9,10,153,0,0
Billkin,61,890964,0.0001228523508398,0.2571478547559853,0.1098901098901098,0.0003869541182974,14,15,267,0,0
PP Krit,56,348717,4.9952135809415e-05,0.2571110262245907,0.3333333333333333,0.0001658374792703,6,7,172,0,0
ATLAS,44,116285,3.0217127350535213e-05,0.20454806483276,0.6666666666666666,8.291873963515754e-05,3,4,140,0,0
Waii,41,40146,0.0003497847600207,0.2573155578755094,0.0037878787878787,0.0009121061359867,33,34,195,0,0
