,week,k,n_communities,accuracy,avg_community_size
0,week1.csv,3,313,0.9283781818622491,15.651757188498403
1,week1.csv,4,131,0.974529829368539,10.335877862595419
2,week2.csv,3,310,0.9288339429725065,15.77741935483871
3,week2.csv,4,129,0.9756214723189625,10.534883720930232
4,week3.csv,3,332,0.3431823872417547,23.174698795180724
5,week3.csv,4,139,0.11898535564853556,14.870503597122303
